lat,long
0.7408953839010123,0.25680933852140075
0.27657929328231584,0.6042391972134388
0.5920513415310318,0.38910505836575876
0.3688239387639922,0.6636289166492656
0.7393489522958551,0.2079664140882151
0.9788912085368606,0.11980339954897863
0.3566844506283459,0.677145197623789
0.40733008582910296,0.6312717591643044
0.4041599010264437,0.4945730083958074
0.5430294595222827,0.49672332582328316
0.1493852934339832,0.8729264796223687
0.6439341220115193,0.34200286708875494
0.7104306812035966,0.33227524063052044
0.6502744916113439,0.33585910301025296
0.8317482409347507,0.1779643661672861
0.46222840794953657,0.4950849887362889
0.8684759916506343,0.14130657382737355
0.7969535297308078,0.2601884087645769
0.0,0.9998976039308124
0.5279517513335411,0.44194142944815185
0.7906131601309834,0.16342412451361868
0.9249980669630757,0.10147450337902238
0.9829119307179612,0.1142740118765079
0.44923838243544895,0.45207864017949906
0.8037578288132783,0.25496620929603125
0.16252996211078413,0.8637108335027968
0.32072991572053505,0.5650215031729379
0.8631408025974584,0.10086012697117218
0.8625222299575931,0.14673356543065666
0.49161060851894695,0.5468973991395379
0.8104848063088981,0.24984640589667326
0.3375086986771472,0.6960884702015955
0.23428438877468052,0.6850296948584729
0.8585015077709985,0.21103829612928504
0.9669063635639277,0.07331558468164397
0.9241475295736464,0.15973786606469853
0.7541173741591699,0.24605775138220332
0.5308126498107737,0.5089084579147374
0.9751797726756928,0.0
0.5796798886568094,0.4006758140475439
0.33573030232791995,0.5991193938140809
0.08737338591114653,0.931804218717714
0.9720869094543902,0.12779029285285018
0.5551689476524349,0.4839238173239787
0.8032165777492757,0.15134138848953316
0.27472357535173186,0.6500102396055546
0.24936209696342204,0.7805652262955496
0.3535142658311807,0.536657792340822
0.25338281914452254,0.6241040344048395
0.4243408335297851,0.5240630759780739
0.05860975798160145,0.9527954126556275
0.9836851465260339,0.11908662707194079
0.6827495554020568,0.3064714314971741
0.2124797030848252,0.6571779643650195
0.10245109409988805,0.797153389309324
0.4822546972846706,0.42269096866642025
0.4358617490145781,0.465390129019285
0.9516740122179669,0.13956584067119168
0.6568468259497443,0.32981773499911965
0.887419778863257,0.077411427400039
0.5369983762478848,0.5028670899036041
0.8847908451246004,0.19260700389014113
0.2956004020708012,0.6336268687283366
0.04422794401957592,0.965594921154932
0.19485038274427777,0.7199467540440224
0.8511559576300194,0.11161171410855071
0.5213794169951407,0.44654925250884725
0.39031933812842085,0.5517100143349709
0.5723343385158304,0.33585910301025296
0.6817443748554082,0.2477984845383852
0.9808242480488013,0.11755068605231528
0.5530039434019183,0.3551095637919845
0.3702157272119302,0.5704484947780398
0.43632567849722403,0.5146426377219456
0.5394726668238281,0.3681138644278453
0.22979973710543997,0.6448904362061966
0.1807778551021849,0.8425148474301459
0.5246269233736626,0.5156665984029085
0.12580221140039466,0.7736022936708221
0.4111961648529842,0.536657792340822
0.6697595298879693,0.31742781077110904
0.9657465398600598,0.1296334220764008
0.3773293126143333,0.5643047306977189
0.9972164231041241,0.10270325619472279
0.7575968452817617,0.2929551505208318
0.6175674630820549,0.3671922998142511
0.5483646485754584,0.4265820192500778
0.6317173123000105,0.2865041982384047
0.5202195932912727,0.38613557239387647
0.3144668677020673,0.5704484947780398
0.29459522152964657,0.5862174892474077
0.8499961339206574,0.159225885726036
0.2819918039113543,0.5986074134754182
0.5909688394030265,0.4469588367801411
0.5669991494626545,0.41173458939066643
0.2540013917898819,0.6667007986885166
0.41042294904491156,0.48853164038467417
0.3077398902064475,0.5762850706526168
0.9002551612146312,0.0625639975424465
0.5783654217902282,0.32981773499911965
0.7149926544486997,0.27902928527501464
0.8719554627677321,0.2027442146214884
0.824093404468345,0.2378660659417754
0.46563055749077176,0.5668646323983074
0.7715147297611413,0.18124104034309346
0.3941080955709454,0.640999385622539
0.4831052346740999,0.47880401392462074
0.29923451635610643,0.7336678271551021
0.8449702311929083,0.22434978496725203
0.6113817366449438,0.37272168748672185
0.9198948426484759,0.04515666598244662
0.6566148612056744,0.26756092566059825
0.7443748550236042,0.30319475732136675
0.1438181396422314,0.8773295105465078
0.3811953916327205,0.6523653491695867
0.5416376710743447,0.43139463444551074
0.8219284002178284,0.13649395863194067
0.489290961105717,0.4733770223213376
0.9760303100596281,0.12697112430844362
0.2673780252052588,0.7628507065316246
0.62537694270568,0.2916240016377627
0.16222067579085148,0.7469793159930692
0.7238846362003302,0.321523653491323
0.45581071677384943,0.44624206430492214
0.8341452099293373,0.12676633217188724
0.949122400060667,0.022015154617057473
0.9153328694033727,0.10751587139015567
0.25956854558163367,0.6198033995480692
0.9017242712439258,0.11755068605231528
0.8060774762265083,0.20079868932875014
0.6634191602881447,0.3236739709187987
0.3007809479612637,0.5810976858480497
0.46911002860786966,0.43446651648476176
0.07322353668769699,0.9421462215837988
0.9732467331637522,0.12645914396796212
0.7211783808858109,0.27298791726388133
0.1157504059394023,0.7921359819773347
0.47220289182917224,0.560208887977505
0.44173818913175655,0.5110587753422131
